AISHE Code,Name,State,District,City,Website,Year ,Location,Type,Management,University,Category,Email,Phone No
,"Govt.Degree College, S.Kota",Andhra Pradesh,Vizianagaram,,www.gdcskota.ac.in,,,tech,,,,,
,Sri Vasavi Vignana Mandali Degree College,Andhra Pradesh,Visakhapatnam,,https://srivasavi18.wixsite.com,,,tech,,,,,
,Gayatri Vidya Parishad College for Degree & PG courses (A),Andhra Pradesh,Visakhapatnam,,gvpcdpgc.edu.in,,,tech,,,,,
,SVKP & Dr. K.S. Raju Arts &Science College,Andhra Pradesh,West Godavari,,www.svkpandksrajucollege.edu.in,,,tech,,,,,
,"Krishnaveni Degree College for Women, Narasaraopeta",Andhra Pradesh,Guntur,,https://kvdcnrt.com,,,tech,,,,,
,Satya Krishna Degree College,Andhra Pradesh,Vizianagaram,,www.skdegreecollege.info,,,tech,,,,,
,Sri Krishna Degree College,Andhra Pradesh,Visakhapatnam,,srikrishnadegreecollege.com,,,tech,,,,,
,SR BUGGARAMESWARA DEGREE COLLEGE ORVAKAL,Andhra Pradesh,Kurnool,,www.brdcorvakal.com,,,tech,,,,,
,PBDEVI COLLEGE OF EDUCATION ,Andhra Pradesh,Srikakulam,,http://www.mahakavisrisripbd.com,,,tech,,,,,
,USHA SRI DEGREE COLLEGE  KUKUNOOR,Andhra Pradesh,Eluru,,www.ushasridc.com,,,tech,,,,,
,VIJAYAM BUSINESS SCHOOL,Andhra Pradesh,Chittoor,,www.vijayambschool.com,,,mgt,,,,,
,Hindustan Shipyard Degree College,Andhra Pradesh,Visakhapatnam,,"https://hslvizag.in/content/1375_1_education,institutions.aspx",,,tech,,,,,
,Maharajahs PG College,Andhra Pradesh,Vizianagaram,,www.mrpgcollege.com,,,tech,,,,,
,Poorna Sai Vivekananda Degree College,Andhra Pradesh,Visakhapatnam,,www.psndegreecollege.com,,,tech,,,,,
,ADITYA DEGREE COLLEGE,Andhra Pradesh,Visakhapatnam,,www.aditya.ac.in/adcgwk,,,tech,,,,,
,S.D. College of Information Technology,Andhra Pradesh,West Godavari,,www.svke.net,,,tech,,,,,
, ASHOKA COLLEGE OF EDUCATION,Andhra Pradesh,Vizianagaram,,http://sriashokbedcollege.com/md.html,,,tech,,,,,
,Uday Degree College,Andhra Pradesh,Vizianagaram,,WWW.UDAYDEGREECOLLEGE.IN,,,tech,,,,,
,Sri Shiridi Sai Srinivasa Degree College,Andhra Pradesh,Vizianagaram,,www.ssssdcvzm.in,,,tech,,,,,
,Christ College Of Education,Andhra Pradesh,Vizianagaram,,www.ceoe.jagangroup.in,,,tech,,,,,
,Sheela mantula Veera Suryavatamma Degree College,Andhra Pradesh,Visakhapatnam,,https://svsdegreecollege.in/,,,tech,,,,,
,"WINGS BUSINESS SCHOOL, KKV PURAM, R C PURAM",Andhra Pradesh,Chittoor,,https://sites.google.com/view/wingsbschool,,,mgt,,,,,
,Sri Swamy Vivekananda College of Education,Andhra Pradesh,Visakhapatnam,,sriswamyvivekananda.org,,,tech,,,,,
,"Shams-Ul-Uloom College of Education, Podili",Andhra Pradesh,Prakasam,,www.shamsululoombedpdl.com,,,tech,,,,,
,Sri Venkata Ramana Degree College,Andhra Pradesh,Vizianagaram,,www.svrcolleges.com,,,tech,,,,,
,Dadi Veeru Naidu Degree College,Andhra Pradesh,Visakhapatnam,,dadicollege.edu.in,,,tech,,,,,
,Yanamadala Kamala College of Education,Andhra Pradesh,Vizianagaram,,www.ykcollege of education.org,,,tech,,,,,
,SRI VINAYAKA VENKATESWARA COLLEGE OF EDUCATION,Andhra Pradesh,Visakhapatnam,,www.vinayakavenkateswara.com,,,tech,,,,,
,Y.K.M.College of Education,Andhra Pradesh,Vizianagaram,,www.ykmcollegeofeducation.org.in,,,tech,,,,,
,SRI VENKATA SANDHYA COLLEGE OF EDUCATION,Andhra Pradesh,Visakhapatnam,,www.venkatasandhyacollege.com,,,tech,,,,,
,Maharshi Degree College,Andhra Pradesh,Vizianagaram,,WWW.MAHARSHICOLLEGE.ORG,,,tech,,,,,
,"Vaagdevi Institute of Technology & Science, Proddatur",Andhra Pradesh,Y.S.R. Kadapa,,www.vitspdtr.ac.in,,,tech,,,,,
,"Rajah R.S.R.K.Ranga Rao College, Bobbili",Andhra Pradesh,Vizianagaram,,www.rajahscollegebobbili.com,,,tech,,,,,
,Oxford Degree College,Andhra Pradesh,Vizianagaram,,www.oxforddegreecollege.com,,,tech,,,,,
,MATTREDDY DEGREE COLLEGE,Andhra Pradesh,West Godavari,,mattreddydegreecollege.org.in,,,tech,,,,,
,Mohan Degree College,Andhra Pradesh,Kakinada,,www.mohandegree.net,,,tech,,,,,
,SRI KARIBANDI SUBBARAO MEMORIAL DEGREE COLLEGE,Andhra Pradesh,West Godavari,,www.karibandigroups.com,,,tech,,,,,
,Sri Boddu Krishna Degree College,Andhra Pradesh,Vizianagaram,,www.sbkdc.co.in ,,,tech,,,,,
,Karunya College of Education,Andhra Pradesh,Anakapalli,,karunyabedcollege.org,,,tech,,,,,
,Sri Sai Ram Degree College,Andhra Pradesh,Vizianagaram,,http://www.srisairamdegreecollege.org,,,tech,,,,,
,"Sri Srinivasa   Degree College, Punganur Rural",Andhra Pradesh,Chittoor,,www.ssdc.org,,,tech,,,,,
,"Sri Vema Degree College, Naidupeta",Andhra Pradesh,Tirupati,,www.srivemadegreecollege.com,,,tech,,,,,
,"Raos Degree & PG College,Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,,www.raosinstitutions.com,,,tech,,,,,
,"Vidyalaya Degree College, Gudur",Andhra Pradesh,Sri Potti Sriramulu Nellore,,vidyalayagudur.com,,,tech,,,,,
,"DDR College of Education, Saraswathi Nagar, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,,ddrcollegeofeducation.org,,,tech,,,,,
,"Andhra Kesari Vidya Kendram Degree College, Ongole",Andhra Pradesh,Prakasam,,www.akvk.in,,,tech,,,,,
,"Sri Chandra Reddy Degree College, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,,http://www.scdc-nlr.com,,,tech,,,,,
,"Jawahar Bharathi Degree College, Kavali",Andhra Pradesh,Sri Potti Sriramulu Nellore,,jawaharbharati.edu.in,,,tech,,,,,
,"Dr. Chennur Radha Krishna Reddy Degree College,Sydapuram",Andhra Pradesh,Sri Potti Sriramulu Nellore,,www.crrcollege.net,,,tech,,,,,
,"S.V. Degree College D.No> 1-47, Mahaboob Bagar Kalakada (M) Chittoor Rural",Andhra Pradesh,Chittoor,,https://www.svdc.co.in/,,,tech,,,,,
,"Mother Theresa Institute of Computer Applns, Palamaneru",Andhra Pradesh,Chittoor,,www.mtimca.edu.in,,,tech,,,,,
,"CVRRM Degree College, V.Kota Rural",Andhra Pradesh,Chittoor,,www.cvrmcollege.in,,,tech,,,,,
,"S.V.U. College of Sciences, Tirupati",Andhra Pradesh,Chittoor,,www.svuniversity.edu.in,,,tech,,,,,
,"K.K.C. College of Education, Puttur",Andhra Pradesh,Chittoor,,www.kkcbed.org,,,tech,,,,,
,"ATNs DEGREE COLLEGE, TIRUPATI Urban",Andhra Pradesh,Chittoor,,www.atnscollege.com,,,tech,,,,,
,"Dr. A.E.R. Degree College, Tirupati",Andhra Pradesh,Chittoor,,WWW.AERCOLLEGES.COM,,,tech,,,,,
,"Margadarsi    Degree  College,Piler",Andhra Pradesh,Chittoor,,www.margadarsidegreecollege.com,,,tech,,,,,
,"LAKIREDDY BALI REDDY COLLEGE OF ENGINEERING, MYLAVARAM",Andhra Pradesh,NTR,,www.lbrce.ac.in,,,tech,,,,,
,BSR COLLEGE OF EDUCATION  PAMUR PRAKASAM DISTRICT,Andhra Pradesh,Prakasam,,www.alphapamur.in,,,tech,,,,,
,"S.S.N. Degree College, Ongole",Andhra Pradesh,Prakasam,,www.ssndcongole.com,,,tech,,,,,
,"Sri Harshini Degree College, Martur",Andhra Pradesh,Prakasam,,www.sriharshini.com,,,tech,,,,,
,"Rayalaseema Institute of Information & Management Sciences, Tirupati",Andhra Pradesh,Chittoor,,www.riims.in,,,mgt,,,,,
,"Agarala Eswsar Reddy MBA College, Ramapuram, Tirupati",Andhra Pradesh,Chittoor,,www.draermbacolleges.in,,,mgt,,,,,
,"Sri Vidya Institute of Management, Puttur",Andhra Pradesh,Chittoor,,https://www.sreevidyacolleges.com/,,,mgt,,,,,
,Sri Tatiparthi Venkata Reddy Memorial College of Education,Andhra Pradesh,Prakasam,,www.stvrmcoe.in,,,tech,,,,,
,"Vignan Degree College, Chemakurthi",Andhra Pradesh,Prakasam,,www.stvrminstutions.in,,,tech,,,,,
,"Vijayateja Degree College, Addanki",Andhra Pradesh,Prakasam,,www.vijayateja.org,,,tech,,,,,
,"ADARSH DEGREE COLLEGE ,PENDURTHI",Andhra Pradesh,Visakhapatnam,,www.adarshdc.com,,,tech,,,,,
,"Sri Harshini Degree College, Ongole",Andhra Pradesh,Prakasam,,www.sriharshini.com,,,tech,,,,,
,"Smt. NPS. Govt  Degree College   for  Women,      CHITTOOR Urban",Andhra Pradesh,Chittoor,,www.npsgcwctr.edu.in,,,tech,,,,,
,"VRN College of Computer Science and Mgmt, Peruru, Tirupati.",Andhra Pradesh,Chittoor,,www.vrnes.org,,,tech,,,,,
,"Gayatri Degree College, Tirupati   Urban",Andhra Pradesh,Chittoor,,www.gayatricollege.in,,,tech,,,,,
,"S.G.S. Arts College, Tiruchanoor Road, Tirupati Urban",Andhra Pradesh,Chittoor,,sgsac.edu.in,,,tech,,,,,
,"Christian College of Education, Madanapalli",Andhra Pradesh,Chittoor,,www.ccempl.org,,,tech,,,,,
,"Kalikamba College of Education, Chirala",Andhra Pradesh,Prakasam,,www.kalikambabed.org,,,tech,,,,,
,"Sri Vidya  Degree College Nagari By-pass Road, Puttur",Andhra Pradesh,Chittoor,,www.sreevidyacolleges.com,,,tech,,,,,
,SRI VENKATESWARA DEGREE COLLEGE  NANDYAL,Andhra Pradesh,Kurnool,,www.svdcndl,,,tech,,,,,
,"Vikas Degree College, Kuppam, Chittoor",Andhra Pradesh,Chittoor,,www.vikasdc.in,,,tech,,,,,
,JAAMIA COLLEGE OF EDUCATION,Andhra Pradesh,Visakhapatnam,,www.jamiapeddanarava.org,,,tech,,,,,
,JAGANS DEGREE COLLEGE MUTHUKURU,Andhra Pradesh,Sri Potti Sriramulu Nellore,,WWW.JDCMTKR.IN,,,tech,,,,,
,"Mokshitha College of Physical Education, Singarayakonda",Andhra Pradesh,Prakasam,,-,,,tech,,,,,
,"Vikram    Degree College      Srikalahasti,   Urban",Andhra Pradesh,Chittoor,,www.vikramvidyasamthalu.com,,,tech,,,,,
,ADITHE SATYANARAYANA PG COLLEGE(MBA),Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,,asncolleges.org,,,mgt,,,,,
,"Sri Akshara Degree College, Gate Venture, Ponnavaram, Verullapadu,Krishna District.",Andhra Pradesh,Krishna,,www.sriaksharadegreecollege.com,,,tech,,,,,
,CHANAKYA COLLEGE OF EDUCATION,Andhra Pradesh,Vizianagaram,,www.chanakyabed.com,,,tech,,,,,
,DEVI DEGREE COLLEGE FOR WOMEN VEMPALLI,Andhra Pradesh,Y.S.R. Kadapa,,devidegreecollege.co.in,,,tech,,,,,
,SUN SENORA BEACH CAMPUS,Andhra Pradesh,Visakhapatnam,,www.sun.edu.in,,,tech,,,,,
,"BSR Degree College, Thatithopu, Tirupati Urban",Andhra Pradesh,Chittoor,,https://bsrdegreecollege.com,,,tech,,,,,
,SRI LAKSHMI VENKATESWARA DEGREE COLLEGE GURRAMKONDA,Andhra Pradesh,Chittoor,,WWW.SLVDCGKD.COM,,,tech,,,,,
,"Sreenivasa Degree College, Kalikiri Chittoor District",Andhra Pradesh,Chittoor,,www.sreenivasacollege.org,,,tech,,,,,
,"Blossom Degree College,  Mulakalacheruvu, Chittoor Dist  Rural",Andhra Pradesh,Chittoor,,www.blossomeduins.in,,,tech,,,,,
,Govt. Degree College for women  Sri kalahasthi Urban,Andhra Pradesh,Tirupati,,www.gdcwsrikalahasti.org,,,tech,,,,,
,"Sri Padmavathi Studies of Computer Sciences & Technology, Tiruchanoor",Andhra Pradesh,Chittoor,,www.sripadmavthicolleges.edu.in,,,tech,,,,,
,YSR VIVEKANANDA GOVERNMENT DEGREE COLLEGE,Andhra Pradesh,Y.S.R. Kadapa,,gdcvempalli.ac.in,,,tech,,,,,
,SRI CHAITHANYA DEGREE COLLEGE FOR COEDUCATION,Andhra Pradesh,Chittoor,,srichaitanyadereecollege.com,,,tech,,,,,
,SRI SAI CHARVITH DEGREE COLLEGE,Andhra Pradesh,Chittoor,,www.gvic.ac.in,,,tech,,,,,
,SREE VYSHNAVI MBA COLLEGE GOOTY,Andhra Pradesh,Ananthapuramu,,www.svmbac.org,,,mgt,,,,,
,"GOVT. DEGREE COLLEGE, PENDLIMARRI",Andhra Pradesh,Y.S.R. Kadapa,,www.gdcpendlimarri.ac.in,,,tech,,,,,
,"Sri Shiridi Sai Degree College, Mummidivaram, E.G.Dist.",Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,,www.tara.edu.in,,,tech,,,,,
,"S.V.U. College of Commerce, Management & Information Sciences, Tirupati",Andhra Pradesh,Chittoor,,svuniversity.edu.in,,,mgt,,,,,
,DR SAMUEL GEORGE INSTITUTE OF PHYSICAL EDUCATION,Andhra Pradesh,Prakasam,,www.drsgipe.org,,,tech,,,,,
,SRI VENKATESWARA COLLEGE OF EDUCATION MUDDANUR,Andhra Pradesh,Y.S.R. Kadapa,,WWW.SVCEMUDDANUR.ORG,,,tech,,,,,
,"Sri Vinayaka Degree College, Sadum, Chittoor (Rural)",Andhra Pradesh,Chittoor,,ssvdcsodam.in,,,tech,,,,,
,"Indira Rajiv     Memorial Degree   College, Kuppam Urban",Andhra Pradesh,Chittoor,,irmdc.net,,,tech,,,,,
,"RKM Degree College Penumuru(M), Chittoor Dist.   Rural Co-Ed.",Andhra Pradesh,Chittoor,,www.rkmdcpnmr.com,,,tech,,,,,
,A G L Degree College S KOTA,Andhra Pradesh,Vizianagaram,,www.aglcollege.co.in,,,tech,,,,,
,S.V.Arts College      Tirupati Urban,Andhra Pradesh,Chittoor,,svac.tirumala.org,,,tech,,,,,
,"Sri Padmavathi Womens   Degree College Near Gundu bavi, Madanapalle   Road, Gangavaram",Andhra Pradesh,Chittoor,,www.kedcs.weebly.com,,,tech,,,,,
,Bhavani College Of Education,Andhra Pradesh,Vizianagaram,,WWW.BHAVANICOLLEGEOFEDUCATION.COM,,,tech,,,,,
,S.R.S.V. COLLEGE OF EDUCATION,Andhra Pradesh,NTR,,www.srsvbedcollege.com,,,tech,,,,,
,"Venkateswara College of Eduation, Besthavaripeta",Andhra Pradesh,Prakasam,,www.venkateswaraednbsvp.com,,,tech,,,,,
,D.V.R. DEGREE COLLEGE,Andhra Pradesh,Krishna,,WWW.DVRCOLLEGE.COM,,,tech,,,,,
,"GOVT. DEGREE COLLEGE, BANTUMILLI",Andhra Pradesh,Krishna,,www.gdcbantumilli.ac.in,,,tech,,,,,
,SCHOOL OF MANAGEMENT STUDIES,Andhra Pradesh,Vizianagaram,,www.smsmrpg.com,,,mgt,,,,,
,NOBLE COLLEGE,Andhra Pradesh,Krishna,,https://noblecollegemtm.ac.in/,,,tech,,,,,
,"Gayatri Degree College, Puritipenta(V), Vzm",Andhra Pradesh,Vizianagaram,,WWW.gayatridegreecollege.in,,,tech,,,,,
,Presidency Degree College,Andhra Pradesh,Visakhapatnam,,www.presidencydegreecollege.in.com,,,tech,,,,,
,Chandra Kala Devi Sarda Degree College,Andhra Pradesh,Vizianagaram,,https://ckds457.github.io/CKDS.github.io,,,tech,,,,,
,"VIGNAN DEGREE COLLEGE,KAIKALURU",Andhra Pradesh,Krishna,,http://www.vignaneducationalacademy.com,,,tech,,,,,
,Parvathaneni Brahmayya Siddhartha College Of Arts & Science,Andhra Pradesh,NTR,,pbsiddhartha.ac.in,,,tech,,,,,
,"Government College for Men, Kadapa (PG)",Andhra Pradesh,Y.S.R. Kadapa,,www.gcmkadapa.ac.in,,,tech,,,,,
,S.R.S.V.R.G.N.COLLEGE OF ARTS & SCIENCE,Andhra Pradesh,Krishna,,www.svsgroup.info,,,tech,,,,,
,ENLIGHT COLLEGE OF SCIENCE AND COMMERCE,Andhra Pradesh,Ananthapuramu,,https://enlightcollege.mystrikingly.com/,,,tech,,,,,
,SRI SARADA DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.saradadegreenuzvid.in,,,tech,,,,,
,SRI MEDHA DEGREE COLLEGE NELLIMARLA,Andhra Pradesh,Vizianagaram,,WWW.SVRCOLLEGES.COM,,,tech,,,,,
,MADONA DEGREE COLLEGE FOR DEAF,Andhra Pradesh,Krishna,,www.madonna.deafinstitute.org.in,,,tech,,,,,
,S.P.MAHILA HINDU KALASALA,Andhra Pradesh,Krishna,,https://spmhkalasala.ac.in/,,,tech,,,,,
,VIDYALAYA DEGREE COLLEGE,Andhra Pradesh,Krishna,,vidyalayadegreecollege.org.in,,,tech,,,,,
,SRI VIDYAVIKAS DEGREE COLLEGE,Andhra Pradesh,West Godavari,,www.srividyavikas.com,,,tech,,,,,
,"MG College of Education, Kandulapuram, Cumbum",Andhra Pradesh,Prakasam,,www.mgeducation.org,,,tech,,,,,
,V.S.R. GOVT. DEGREE & PG COLLEGE,Andhra Pradesh,Krishna,,www.gdcmovva.ac.in,,,tech,,,,,
,S.P.M.H. COLLEGE OF EDUCATION,Andhra Pradesh,Krishna,,spmhce.in,,,tech,,,,,
,"MAHAMMAD GHORI COLLEGE OF EDUCATION, KANDULAPURAM, CUMBUM, PRAKASAM DIST",Andhra Pradesh,Prakasam,,mgreducation.org,,,tech,,,,,
,AVUTHU AMMI REDDY AND BONTHU MALLA REDDY,Andhra Pradesh,Krishna,,www.aarbmrdegreecollege.com,,,tech,,,,,
,IMMACULATE DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.immaculatecollege.com,,,tech,,,,,
,S.G.S. (SMT. GENTELA SAKUNTALAMMA) COLLE,Andhra Pradesh,NTR,,www.sgscollege.info,,,tech,,,,,
,GANDHIJI MAHILA KALASALA,Andhra Pradesh,Krishna,,www.gandhijimahilakalasala.com,,,tech,,,,,
,RANGUMUDRI COLLEGE OF SCIENCE AND ARTS,Andhra Pradesh,Srikakulam,,www.rangumudri.com,,,tech,,,,,
,"D.K. Govt. College for Women, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,,dkwgdcnellore.ac.in,,,tech,,,,,
,PRATHIBA COLLEGE OF EDUCATION,Andhra Pradesh,Krishna,,www.pratibhaeducation.com,,,tech,,,,,
,MARUTI DEGREE COLLEGE,Andhra Pradesh,Krishna,,http://www.maruthicollege,,,tech,,,,,
,B.J.T.DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.bjtcollege.org,,,tech,,,,,
,"A.G.K.M.College, Sattenapalli",Andhra Pradesh,Guntur,,WWW.AGKM.COM,,,tech,,,,,
,"Aditya College of Engineering, ADB Road, Surampalem, PIN-533437(CC-MH)",Andhra Pradesh,East Godavari,,www.acoe.edu.in,,,tech,,,,,
,"Acharya N.G.Ranga College of Education, Chilumuru",Andhra Pradesh,Guntur,,www.chilumurubed.com,,,tech,,,,,
,"Gayatri College of Education, Darimadugu Village, Markapur, Prakasam District",Andhra Pradesh,Prakasam,,www.geeedu.org,,,tech,,,,,
,S V College of Special Education Kothuru Vijayawada,Andhra Pradesh,Krishna,,www.svspledn.in,,,tech,,,,,
,D Narayana Reddy Degree College,Andhra Pradesh,Kurnool,,www.dnreddycollege.com,,,tech,,,,,
,CHAITANYA COLLEGE OF EDUCATION,Andhra Pradesh,Visakhapatnam,,www.chaitanyaednclg.org,,,tech,,,,,
,SPR DEGREE COLLEGE,Andhra Pradesh,Vizianagaram,,-,,,tech,,,,,
,SRI LENDI DEGREE COLLEGE,Andhra Pradesh,Vizianagaram,,https://srilendidegreecollege.godaddysites.com,,,tech,,,,,
,"Sri Vivekananda College of Education, N.R.T Road, Vinukonda, Guntur District",Andhra Pradesh,Guntur,,www.vivekananda.coe.org,,,tech,,,,,
,"LMN College of Education, Markapur",Andhra Pradesh,Prakasam,,www.lmncollegeofeducation.in,,,tech,,,,,
,SRINIVASA DEGREE COLLEGE,Andhra Pradesh,Vizianagaram,,psaranya.org,,,tech,,,,,
,"VIJAYA SAI DEGREE COLLEGE(085),PATTIKONDA.",Andhra Pradesh,Kurnool,,WWW.VIJAYASAI.ORG,,,tech,,,,,
,DIVYA DEGREE COLLEGE,Andhra Pradesh,West Godavari,,-,,,tech,,,,,
,VRR DEGREE COLLEGE,Andhra Pradesh,Chittoor,,VRRDCKALLUR.IN,,,tech,,,,,
,Sri Venkateswara Degree College Alur Kurnool(D).,Andhra Pradesh,Kurnool,,SVDCALUR.COM,,,tech,,,,,
,SRI BHANODAYA COLLEGE OF EDUCATION,Andhra Pradesh,Chittoor,,www.sbtti.weebly.com,,,tech,,,,,
,S.K.B.R. P.G. COLLEGE,Andhra Pradesh,East Godavari,,www.skbrcollege.org,,,tech,,,,,
,Govt. Degree College (Girls),Andhra Pradesh,Bapatla,,www.gdcwbapatla.edu.in,,,tech,,,,,
,R C REDDY DEGREE COLLEGE,Andhra Pradesh,Kurnool,,www.rcreddydcknl.org,,,tech,,,,,
,ANANTHA DEGREE COLLEGE,Andhra Pradesh,Kurnool,,www.ananthadegreecollege.com,,,tech,,,,,
,Rangumudri Appalaswamy Naidu Physical Education College,Andhra Pradesh,Srikakulam,,www.rangumudri.com,,,tech,,,,,
,SRI HARSHA DEGREE COLLEGE FOR WOMEN MACHERLA,Andhra Pradesh,Guntur,,www.sriharshadegreecollege2016@gmail.com,,,tech,,,,,
,SAPTAGIRI DEGREE COLLEGE,Andhra Pradesh,Krishna,,https://www.saptagiridegree.com/,,,tech,,,,,
,VIDYANJALI DEGREE & PG COLLEGE,Andhra Pradesh,Eluru,,vidyanjalicollege.in,,,tech,,,,,
,P.R.P.M. DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.prpmdegreecollege.com,,,tech,,,,,
,"Sairam Vidyanikethan College of Education, Penukonda",Andhra Pradesh,Ananthapuramu,,www.redosairam.org,,,tech,,,,,
,"Sri Sai Srinivasa Degree College, Kotarubilli Jn.",Andhra Pradesh,Vizianagaram,,sssdegreecollege.com,,,tech,,,,,
,"S.D.G.S. Degree College (Aided), Hindupur",Andhra Pradesh,Ananthapuramu,,www.sdgschdp.org,,,tech,,,,,
,"Government College (A), Anantapur",Andhra Pradesh,Ananthapuramu,,www.gdcatp.ac.in,,,tech,,,,,
,VENKATARAMA DEGREE COLLEGE,Andhra Pradesh,Krishna,,WWW.VENKATARAMADEGREECOLLEGE.COM,,,tech,,,,,
,"Sri Venkateswara Degree College, Guntakal",Andhra Pradesh,Ananthapuramu,,www.svdcguntakal.com,,,tech,,,,,
,"Sri Sathya Sai Degree College, Penukonda",Andhra Pradesh,Ananthapuramu,,sssdcpkd.in,,,tech,,,,,
,"S.V.K.P. Degree College, Podili",Andhra Pradesh,Prakasam,,www.svkpdegpdl.com,,,tech,,,,,
,"Sreedevi Degree College, Borampalli, Kalyandurg",Andhra Pradesh,Ananthapuramu,,SREEDEVIDEGREE.IN,,,tech,,,,,
,"Raghavendra Institute of Arts & Sciences, Krishnamareddy Palli",Andhra Pradesh,Ananthapuramu,,www.riasatp.org,,,tech,,,,,
,"Jyothirmayee Degree College for Women, Kalyandurg",Andhra Pradesh,Ananthapuramu,,http://jyothirmayeewomensdegreecollege.com/,,,tech,,,,,
,"S.S.S. Government Degree College, Bukkapatnam",Andhra Pradesh,Sri Sathya Sai,,www.sssgdc.org,,,tech,,,,,
,MRR COLLEGE OF MCA,Andhra Pradesh,Krishna,,www.mrrmca.edu.in,,,tech,,,,,
,"Sai Pradeep College of Education, Bestavaripeta, Prakasam District",Andhra Pradesh,Prakasam,,www.kavyaedu.in,,,tech,,,,,
,"Sri Sidhartha Degree College, Bestavaripeta",Andhra Pradesh,Prakasam,,www.siddharthadegbsvp.in,,,tech,,,,,
,T.S.R  & E.R.R.GOVT. DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.gdcpamarru.ac.in ,,,tech,,,,,
,S.P.K.R COLLEGE OF EDUCATION,Andhra Pradesh,Krishna,,www.spkredu.co.in,,,tech,,,,,
,VIDYANJALI DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.vidyanjalimudinepalli.com,,,tech,,,,,
,SAV & NVJR DEGREE COLLEGE,Andhra Pradesh,NTR,,www.sav.co.IN,,,tech,,,,,
,SAI TIRUMALA NALABOTHU VENKATA RAO ENGINEERING COLLEGE,Andhra Pradesh,Guntur,,https://titsnrt.org,,,tech,,,,,
,SATYA COLLEGE OF EDUCATION,Andhra Pradesh,Krishna,,satyacollegeofeducation.in,,,tech,,,,,
,K.V.R. COLLEGE,Andhra Pradesh,NTR,,http://www.kvrcollege.edu.in,,,tech,,,,,
,NALANDA DEGREE COLLEGE,Andhra Pradesh,Krishna,,ndc.edu.in,,,tech,,,,,
,A.N.R. COLLEGE,Andhra Pradesh,Krishna,,www.anrcollege.edu,,,tech,,,,,
,SUNFLOWER DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.sunflowerdegreecollege.0rg,,,tech,,,,,
,PRABHAS DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.prabhasedu.org,,,tech,,,,,
,SRI VIJAYANANDA DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.svdcpedana.org.in,,,tech,,,,,
,"Bellamkonda Sudha College of Education, Thripurapuram village, Giddalur, Prakasam District",Andhra Pradesh,Prakasam,,Bellamkondasudhacollegeofeducation.com,,,tech,,,,,
,ANNAPURNA MEMORIAL MODERN DEGREE COLLEGE,Andhra Pradesh,Krishna,,modernacademy.in,,,tech,,,,,
,ANDHRA LOYOLA COLLEGE,Andhra Pradesh,Krishna,,andhraloyolacollege.ac.in,,,tech,,,,,
,PRABHAS COLLEGE OF EDUATION,Andhra Pradesh,Krishna,,www.prabhascollegeofeducation.org,,,tech,,,,,
,CHAITANYA DEGREE & PG COLLEGE,Andhra Pradesh,NTR,,www.chaitanyacollege.com,,,tech,,,,,
,M.V.R. DEGREE COLLEGE,Andhra Pradesh,Eluru,,http://mvrdegree.liveblog365.com,,,tech,,,,,
,SRI VENKATESWARA DEGREE COLLEGE,Andhra Pradesh,Krishna,,WWW.SVDCMTM.COM,,,tech,,,,,
,TRIVENI MAHILA DEGREE COLLEGE,Andhra Pradesh,Krishna,,www.triveni.org,,,tech,,,,,
,SRINIVASA RAMANUJAN INSTITUTE OF TECHNOLOGY,Andhra Pradesh,Ananthapuramu,,www.srit.ac.in,,,tech,,,,,
,"GOVT. DEGREE COLLEGE,AVANGADDA",Andhra Pradesh,Krishna,,www.gdcavanigadda.ac.in,,,tech,,,,,
,S.V.L. KRANTHI DEGREE COLLEGE,Andhra Pradesh,Krishna,,https://svlkranthi.in,,,tech,,,,,
,"Sri Rajarajeswari College of Education, Pulipadu Village, Mundlamur Mandal, Prakasam District",Andhra Pradesh,Prakasam,,www.srrcied.in,,,tech,,,,,
,"Alpha College of Education, Podili",Andhra Pradesh,Prakasam,,www.alphacoe.org,,,tech,,,,,
,VAGDEVI DEGREE COLLEGE FOR WOMEN'S,Andhra Pradesh,Krishna,,www.vdcw.edu.in,,,tech,,,,,
,S.L.R. PRATHIBA MODEL DEGREE COLLEGE,Andhra Pradesh,Krishna,,slrpratibhatvr.com,,,tech,,,,,
,"SRI VYSHNAVI DEGREE COLLEGE,NANDIKOTKUR",Andhra Pradesh,Kurnool,,WWW.SRIVYSHNAVICOLLEGENDK.COM,,,tech,,,,,
,"Royal College of Education, Markapur, Prakasam District",Andhra Pradesh,Prakasam,,-,,,tech,,,,,
